Repositório,Estrelas,Pull Requests,Estado PR,Número PR,Data de Criação PR,Data de Fechamento PR,Data de Merge PR,Intervalo Criação e Última Atividade,Status Revisão,Revisões,Arquivos Alterados,Linhas Adicionadas,Linhas Excluídas,Caracteres Corpo PR,Participantes PR,Comentários PR
junegunn/fzf,59507,809,MERGED,3396,2023-08-12 07:10:19+00:00,2023-08-12 14:29:00+00:00,2023-08-12 14:29:00+00:00,7.31,0,0,2,10,1,35,2,1
junegunn/fzf,59507,809,CLOSED,3394,2023-08-07 13:27:24+00:00,2023-08-14 13:03:43+00:00,0,167.61,0,0,1,1,1,3248,0,1
junegunn/fzf,59507,809,MERGED,3393,2023-08-07 13:06:25+00:00,2023-08-08 05:10:03+00:00,2023-08-08 05:10:03+00:00,16.06,0,0,2,3,4,1484,1,0
junegunn/fzf,59507,809,MERGED,3392,2023-08-07 13:06:20+00:00,2023-08-07 15:25:20+00:00,2023-08-07 15:25:20+00:00,2.32,0,0,2,3,2,1765,1,0
junegunn/fzf,59507,809,CLOSED,3382,2023-07-26 05:04:13+00:00,2023-08-18 04:39:10+00:00,0,551.58,0,0,1,6,3,682,2,2
junegunn/fzf,59507,809,CLOSED,3380,2023-07-24 13:04:31+00:00,2024-02-02 08:14:31+00:00,0,4627.17,0,0,2,3,2,1680,1,1
junegunn/fzf,59507,809,MERGED,3374,2023-07-17 15:36:00+00:00,2023-07-20 14:42:09+00:00,2023-07-20 14:42:09+00:00,71.1,0,0,5,83,9,2683,2,5
junegunn/fzf,59507,809,CLOSED,3373,2023-07-17 13:17:02+00:00,2023-08-07 13:27:29+00:00,0,504.17,0,0,1,1,1,3138,0,1
python/cpython,59497,48674,CLOSED,117846,2024-04-13 12:49:21+00:00,2024-04-13 13:48:49+00:00,0,0.99,0,0,1,0,0,19,2,3
python/cpython,59497,48674,MERGED,117844,2024-04-13 11:31:10+00:00,2024-04-13 11:37:33+00:00,2024-04-13 11:37:33+00:00,0.11,0,0,1,15,15,224,2,0
python/cpython,59497,48674,MERGED,117843,2024-04-13 10:48:18+00:00,2024-04-13 11:31:01+00:00,2024-04-13 11:31:01+00:00,0.71,APPROVED,1,1,15,15,443,2,2
python/cpython,59497,48674,MERGED,117835,2024-04-13 07:05:46+00:00,2024-04-13 07:11:50+00:00,2024-04-13 07:11:49+00:00,0.1,APPROVED,1,1,3,2,410,2,0
python/cpython,59497,48674,MERGED,117825,2024-04-12 19:34:18+00:00,2024-04-13 07:05:07+00:00,2024-04-13 07:05:07+00:00,11.51,APPROVED,1,2,40,1,133,2,2
python/cpython,59497,48674,MERGED,117821,2024-04-12 14:18:17+00:00,2024-04-12 18:41:17+00:00,2024-04-12 18:41:17+00:00,4.38,APPROVED,1,1,5,1,66,2,0
python/cpython,59497,48674,MERGED,117819,2024-04-12 13:25:51+00:00,2024-04-12 14:33:30+00:00,2024-04-12 14:33:30+00:00,1.13,APPROVED,1,2,12,2,15,2,0
python/cpython,59497,48674,MERGED,117816,2024-04-12 12:47:56+00:00,2024-04-12 14:55:29+00:00,2024-04-12 14:55:29+00:00,2.13,APPROVED,1,1,265,34,508,3,10
python/cpython,59497,48674,MERGED,117813,2024-04-12 11:58:46+00:00,2024-04-12 12:45:23+00:00,2024-04-12 12:45:23+00:00,0.78,0,0,4,21,6,16,1,0
python/cpython,59497,48674,MERGED,117810,2024-04-12 10:33:13+00:00,2024-04-12 10:41:25+00:00,2024-04-12 10:41:25+00:00,0.14,0,0,3,5,5,125,1,0
python/cpython,59497,48674,MERGED,117806,2024-04-12 10:14:54+00:00,2024-04-12 10:48:55+00:00,2024-04-12 10:48:55+00:00,0.57,0,0,1,35,26,111,2,0
python/cpython,59497,48674,MERGED,117805,2024-04-12 09:36:50+00:00,2024-04-12 10:07:42+00:00,2024-04-12 10:07:42+00:00,0.51,APPROVED,1,2,16,8,110,2,0
python/cpython,59497,48674,MERGED,117803,2024-04-12 08:58:47+00:00,2024-04-12 09:36:41+00:00,2024-04-12 09:36:41+00:00,0.63,0,0,2,16,8,16,2,6
python/cpython,59497,48674,MERGED,117800,2024-04-12 07:37:46+00:00,2024-04-12 07:53:22+00:00,2024-04-12 07:53:22+00:00,0.26,0,0,2,8,8,178,2,0
python/cpython,59497,48674,MERGED,117795,2024-04-12 05:23:48+00:00,2024-04-12 05:39:14+00:00,2024-04-12 05:39:14+00:00,0.26,APPROVED,1,2,4,4,180,2,0
python/cpython,59497,48674,MERGED,117790,2024-04-12 00:02:07+00:00,2024-04-12 05:23:40+00:00,2024-04-12 05:23:40+00:00,5.36,APPROVED,1,2,4,4,90,2,2
python/cpython,59497,48674,MERGED,117789,2024-04-11 22:52:18+00:00,2024-04-12 07:37:38+00:00,2024-04-12 07:37:38+00:00,8.76,APPROVED,1,2,8,8,88,2,5
python/cpython,59497,48674,MERGED,117788,2024-04-11 22:31:49+00:00,2024-04-11 23:03:55+00:00,2024-04-11 23:03:55+00:00,0.54,APPROVED,1,2,2,2,1581,4,4
python/cpython,59497,48674,MERGED,117780,2024-04-11 20:14:13+00:00,2024-04-11 21:35:46+00:00,2024-04-11 21:35:46+00:00,1.36,APPROVED,1,1,3,0,171,3,1
python/cpython,59497,48674,MERGED,117778,2024-04-11 19:24:06+00:00,2024-04-13 07:05:27+00:00,2024-04-13 07:05:27+00:00,35.69,APPROVED,1,1,3,2,298,2,2
python/cpython,59497,48674,MERGED,117777,2024-04-11 19:13:31+00:00,2024-04-12 11:21:00+00:00,2024-04-12 11:21:00+00:00,16.12,APPROVED,1,6,106,26,16,2,0
python/cpython,59497,48674,MERGED,117776,2024-04-11 19:08:04+00:00,2024-04-12 09:35:56+00:00,2024-04-12 09:35:56+00:00,14.46,APPROVED,1,1,10,5,16,2,0
python/cpython,59497,48674,MERGED,117775,2024-04-11 19:00:22+00:00,2024-04-12 10:00:38+00:00,2024-04-12 10:00:38+00:00,15.0,APPROVED,2,1,3,2,16,2,0
python/cpython,59497,48674,MERGED,117774,2024-04-11 18:57:21+00:00,2024-04-12 09:36:27+00:00,2024-04-12 09:36:27+00:00,14.65,APPROVED,1,1,6,3,16,2,0
python/cpython,59497,48674,MERGED,117773,2024-04-11 18:49:42+00:00,2024-04-12 09:22:17+00:00,2024-04-12 09:22:17+00:00,14.54,APPROVED,1,3,10,10,100,2,0
python/cpython,59497,48674,MERGED,117772,2024-04-11 18:45:07+00:00,2024-04-12 09:49:59+00:00,2024-04-12 09:49:59+00:00,15.08,APPROVED,2,1,126,46,16,2,0
python/cpython,59497,48674,MERGED,117771,2024-04-11 18:38:24+00:00,2024-04-12 10:14:31+00:00,2024-04-12 10:14:31+00:00,15.6,APPROVED,3,1,35,26,16,2,2
python/cpython,59497,48674,MERGED,117770,2024-04-11 18:30:42+00:00,2024-04-12 09:12:48+00:00,2024-04-12 09:12:48+00:00,14.7,APPROVED,3,2,73,35,16,2,1
python/cpython,59497,48674,MERGED,117769,2024-04-11 18:26:21+00:00,2024-04-12 10:56:41+00:00,2024-04-12 10:56:41+00:00,16.51,0,5,11,45,30,16,3,0
python/cpython,59497,48674,MERGED,117768,2024-04-11 18:22:04+00:00,2024-04-12 08:46:20+00:00,2024-04-12 08:46:20+00:00,14.4,0,2,4,14,6,16,2,0
python/cpython,59497,48674,MERGED,117767,2024-04-11 18:20:27+00:00,2024-04-11 18:36:32+00:00,2024-04-11 18:36:32+00:00,0.27,0,0,2,62,10,1149,3,0
python/cpython,59497,48674,MERGED,117762,2024-04-11 16:19:54+00:00,2024-04-11 17:49:52+00:00,2024-04-11 17:49:52+00:00,1.5,APPROVED,2,1,5,0,178,2,0
python/cpython,59497,48674,MERGED,117761,2024-04-11 16:18:27+00:00,2024-04-12 22:39:27+00:00,2024-04-12 22:39:27+00:00,30.35,APPROVED,7,2,43,1,638,2,1
python/cpython,59497,48674,MERGED,117757,2024-04-11 15:16:47+00:00,2024-04-11 17:44:47+00:00,2024-04-11 17:44:47+00:00,2.47,APPROVED,1,1,8,0,196,3,0
python/cpython,59497,48674,MERGED,117754,2024-04-11 14:24:00+00:00,2024-04-11 14:53:27+00:00,2024-04-11 14:53:27+00:00,0.49,0,0,2,22,26,342,3,0
python/cpython,59497,48674,MERGED,117753,2024-04-11 14:14:02+00:00,2024-04-11 14:20:29+00:00,2024-04-11 14:20:29+00:00,0.11,0,0,1,2,2,172,3,0
python/cpython,59497,48674,MERGED,117749,2024-04-11 09:48:19+00:00,2024-04-11 10:22:17+00:00,2024-04-11 10:22:17+00:00,0.57,0,0,1,4,0,376,3,0
python/cpython,59497,48674,CLOSED,117748,2024-04-11 09:24:56+00:00,2024-04-11 09:40:01+00:00,0,0.25,0,0,1,5,0,16,2,3
python/cpython,59497,48674,MERGED,117746,2024-04-11 08:30:19+00:00,2024-04-11 13:55:38+00:00,2024-04-11 13:55:38+00:00,5.42,APPROVED,23,3,72,0,48,3,3
python/cpython,59497,48674,MERGED,117745,2024-04-11 07:37:36+00:00,2024-04-11 07:53:26+00:00,2024-04-11 07:53:26+00:00,0.26,0,0,1,2,1,165,3,0
python/cpython,59497,48674,MERGED,117740,2024-04-10 23:43:16+00:00,2024-04-12 18:19:41+00:00,2024-04-12 18:19:41+00:00,42.61,APPROVED,6,1,6,6,108,4,0
python/cpython,59497,48674,MERGED,117732,2024-04-10 21:43:21+00:00,2024-04-12 21:19:21+00:00,2024-04-12 21:19:21+00:00,47.6,0,0,4,42,11,1591,1,0
python/cpython,59497,48674,CLOSED,117729,2024-04-10 20:38:09+00:00,2024-04-12 11:45:03+00:00,0,39.12,0,0,8,200,67,758,2,3
python/cpython,59497,48674,MERGED,117728,2024-04-10 20:34:23+00:00,2024-04-12 22:02:39+00:00,2024-04-12 22:02:39+00:00,49.47,0,2,2,8,20,399,2,0
python/cpython,59497,48674,MERGED,117726,2024-04-10 20:15:59+00:00,2024-04-11 00:26:54+00:00,2024-04-11 00:26:54+00:00,4.18,0,0,4,52,71,858,1,0
python/cpython,59497,48674,CLOSED,117725,2024-04-10 20:10:20+00:00,2024-04-11 13:31:33+00:00,0,17.35,0,12,2,112,0,175,2,7
python/cpython,59497,48674,MERGED,117723,2024-04-10 19:00:55+00:00,2024-04-11 14:41:55+00:00,2024-04-11 14:41:55+00:00,19.68,APPROVED,2,5,27,14,562,3,3
python/cpython,59497,48674,MERGED,117719,2024-04-10 17:13:36+00:00,2024-04-12 10:30:42+00:00,2024-04-12 10:30:42+00:00,41.28,0,0,4,8,8,596,1,3
python/cpython,59497,48674,MERGED,117718,2024-04-10 17:11:07+00:00,2024-04-11 14:18:28+00:00,2024-04-11 14:18:28+00:00,21.12,0,0,1,3,1,164,2,1
python/cpython,59497,48674,MERGED,117713,2024-04-10 14:20:16+00:00,2024-04-10 14:38:11+00:00,2024-04-10 14:38:10+00:00,0.3,0,0,1,3,0,297,2,0
python/cpython,59497,48674,MERGED,117712,2024-04-10 13:42:03+00:00,2024-04-11 09:37:29+00:00,2024-04-11 09:37:29+00:00,19.92,APPROVED,2,1,4,0,264,4,5
python/cpython,59497,48674,MERGED,117708,2024-04-10 09:52:56+00:00,2024-04-10 14:17:16+00:00,2024-04-10 14:17:15+00:00,4.41,0,0,3,24,1,159,3,3
python/cpython,59497,48674,MERGED,117707,2024-04-10 09:31:06+00:00,2024-04-11 13:49:07+00:00,2024-04-11 13:49:07+00:00,28.3,APPROVED,1,4,953,846,16,2,10
python/cpython,59497,48674,MERGED,117702,2024-04-09 21:23:38+00:00,2024-04-10 14:20:05+00:00,2024-04-10 14:20:05+00:00,16.94,APPROVED,4,1,3,0,211,3,2
python/cpython,59497,48674,MERGED,117701,2024-04-09 21:00:50+00:00,2024-04-09 21:11:07+00:00,2024-04-09 21:11:07+00:00,0.17,0,0,1,1,1,250,3,0
python/cpython,59497,48674,MERGED,117700,2024-04-09 20:59:55+00:00,2024-04-09 21:06:36+00:00,2024-04-09 21:06:36+00:00,0.11,0,0,1,3,3,204,3,0
python/cpython,59497,48674,MERGED,117699,2024-04-09 20:30:11+00:00,2024-04-10 09:52:48+00:00,2024-04-10 09:52:48+00:00,13.38,APPROVED,2,3,24,1,63,2,3
python/cpython,59497,48674,MERGED,117697,2024-04-09 19:32:31+00:00,2024-04-09 20:03:48+00:00,2024-04-09 20:03:48+00:00,0.52,APPROVED,1,1,1,1,97,2,2
python/cpython,59497,48674,MERGED,117696,2024-04-09 19:05:45+00:00,2024-04-12 17:36:20+00:00,2024-04-12 17:36:20+00:00,70.51,APPROVED,6,9,82,21,170,3,5
python/cpython,59497,48674,CLOSED,117693,2024-04-09 18:44:28+00:00,2024-04-09 19:41:33+00:00,0,0.95,0,0,1,0,1,122,4,11
python/cpython,59497,48674,MERGED,117690,2024-04-09 18:10:21+00:00,2024-04-10 08:28:48+00:00,2024-04-10 08:28:48+00:00,14.31,APPROVED,11,2,4,2,1041,2,1
python/cpython,59497,48674,MERGED,117689,2024-04-09 17:53:56+00:00,2024-04-09 18:17:21+00:00,2024-04-09 18:17:21+00:00,0.39,0,0,4,16,7,499,3,0
python/cpython,59497,48674,MERGED,117681,2024-04-09 15:30:23+00:00,2024-04-09 20:59:45+00:00,2024-04-09 20:59:45+00:00,5.49,APPROVED,3,1,3,3,108,3,2
python/cpython,59497,48674,MERGED,117679,2024-04-09 15:05:13+00:00,2024-04-09 21:00:41+00:00,2024-04-09 21:00:41+00:00,5.92,APPROVED,1,1,1,1,108,3,2
python/cpython,59497,48674,MERGED,117676,2024-04-09 12:18:45+00:00,2024-04-09 16:26:35+00:00,2024-04-09 16:26:35+00:00,4.13,APPROVED,1,1,5,0,256,2,0
python/cpython,59497,48674,MERGED,117670,2024-04-09 09:16:48+00:00,2024-04-11 07:37:02+00:00,2024-04-11 07:37:02+00:00,46.34,APPROVED,1,1,2,1,16,2,2
python/cpython,59497,48674,CLOSED,117667,2024-04-09 03:28:24+00:00,2024-04-09 16:43:15+00:00,0,13.25,0,6,1,1,1,422,84,4
python/cpython,59497,48674,CLOSED,117666,2024-04-09 02:59:44+00:00,2024-04-09 03:06:45+00:00,0,0.12,0,0,2,40,8,396,1,2
python/cpython,59497,48674,CLOSED,117665,2024-04-09 02:35:52+00:00,2024-04-09 02:52:36+00:00,0,0.28,0,0,2,40,8,137,1,2
python/cpython,59497,48674,MERGED,117664,2024-04-09 02:17:00+00:00,2024-04-09 18:31:07+00:00,2024-04-09 18:31:07+00:00,16.24,0,4,3,97,29,126,2,2
python/cpython,59497,48674,MERGED,117662,2024-04-09 01:35:31+00:00,2024-04-11 00:37:01+00:00,2024-04-11 00:37:01+00:00,47.02,0,2,18,2012,418,114,3,2
python/cpython,59497,48674,MERGED,117659,2024-04-08 22:42:18+00:00,2024-04-09 15:50:49+00:00,2024-04-09 15:50:49+00:00,17.14,APPROVED,1,1,3,1,143,2,0
python/cpython,59497,48674,MERGED,117654,2024-04-08 20:23:41+00:00,2024-04-09 08:27:14+00:00,2024-04-09 08:27:14+00:00,12.06,APPROVED,1,3,4,2,2108,2,0
python/cpython,59497,48674,CLOSED,117653,2024-04-08 19:08:38+00:00,2024-04-08 20:00:47+00:00,0,0.87,0,0,2,9,2,1025,2,3
python/cpython,59497,48674,MERGED,117651,2024-04-08 18:16:27+00:00,2024-04-11 19:00:54+00:00,2024-04-11 19:00:54+00:00,72.74,APPROVED,6,9,103,32,252,5,6
python/cpython,59497,48674,MERGED,117647,2024-04-08 16:41:45+00:00,2024-04-08 17:16:43+00:00,2024-04-08 17:16:43+00:00,0.58,0,0,2,9,0,0,1,0
python/cpython,59497,48674,MERGED,117646,2024-04-08 16:35:44+00:00,2024-04-08 19:11:08+00:00,2024-04-08 19:11:08+00:00,2.59,0,0,1,2,2,150,2,2
python/cpython,59497,48674,MERGED,117643,2024-04-08 15:58:16+00:00,2024-04-08 16:27:25+00:00,2024-04-08 16:27:25+00:00,0.49,APPROVED,1,5,42,8,226,2,0
python/cpython,59497,48674,CLOSED,117640,2024-04-08 15:03:29+00:00,2024-04-09 12:08:42+00:00,0,21.09,0,2,2,11,4,1729,2,0
python/cpython,59497,48674,CLOSED,117635,2024-04-08 13:22:44+00:00,2024-04-09 20:46:03+00:00,0,31.39,0,0,3,15,26,3281,2,0
python/cpython,59497,48674,MERGED,117633,2024-04-08 12:02:51+00:00,2024-04-08 12:19:43+00:00,2024-04-08 12:19:43+00:00,0.28,0,0,1,0,5,161,2,3
python/cpython,59497,48674,MERGED,117630,2024-04-08 09:29:55+00:00,2024-04-08 09:59:02+00:00,2024-04-08 09:59:02+00:00,0.49,APPROVED,1,1,27,0,251,3,0
python/cpython,59497,48674,MERGED,117628,2024-04-08 09:12:12+00:00,2024-04-08 09:18:45+00:00,2024-04-08 09:18:44+00:00,0.11,0,0,1,1,1,176,2,0
python/cpython,59497,48674,MERGED,117626,2024-04-08 08:42:06+00:00,2024-04-11 10:15:48+00:00,2024-04-11 10:15:48+00:00,73.56,APPROVED,3,8,183,180,321,2,3
python/cpython,59497,48674,MERGED,117625,2024-04-08 08:11:17+00:00,2024-04-08 08:18:55+00:00,2024-04-08 08:18:55+00:00,0.13,APPROVED,1,1,7,36,371,2,0
python/cpython,59497,48674,MERGED,117624,2024-04-08 07:17:13+00:00,2024-04-08 07:51:20+00:00,2024-04-08 07:51:20+00:00,0.57,APPROVED,1,2,0,5,16,2,0
python/cpython,59497,48674,MERGED,117623,2024-04-08 06:45:01+00:00,2024-04-08 08:11:09+00:00,2024-04-08 08:11:09+00:00,1.44,APPROVED,6,1,7,36,488,2,3
python/cpython,59497,48674,MERGED,117622,2024-04-08 06:36:06+00:00,2024-04-08 06:42:42+00:00,2024-04-08 06:42:42+00:00,0.11,APPROVED,1,1,8,0,315,3,0
python/cpython,59497,48674,MERGED,117621,2024-04-08 05:27:54+00:00,2024-04-08 14:50:54+00:00,2024-04-08 14:50:54+00:00,9.38,APPROVED,1,3,9,6,318,3,1
python/cpython,59497,48674,CLOSED,117617,2024-04-08 00:54:34+00:00,2024-04-08 03:01:52+00:00,0,2.12,0,0,1,29,0,0,2,3
python/cpython,59497,48674,MERGED,117616,2024-04-08 00:05:10+00:00,2024-04-08 00:23:55+00:00,2024-04-08 00:23:55+00:00,0.31,0,0,1,4,1,71,1,0
python/cpython,59497,48674,MERGED,117615,2024-04-07 22:36:00+00:00,2024-04-07 22:58:57+00:00,2024-04-07 22:58:57+00:00,0.38,APPROVED,1,1,1,1,161,2,6
python/cpython,59497,48674,MERGED,117614,2024-04-07 21:18:40+00:00,2024-04-07 22:26:53+00:00,2024-04-07 22:26:53+00:00,1.14,APPROVED,1,3,22,33,56,2,0
python/cpython,59497,48674,MERGED,117611,2024-04-07 19:33:50+00:00,2024-04-13 14:33:20+00:00,2024-04-13 14:33:20+00:00,138.99,APPROVED,3,6,94,78,1458,2,11
python/cpython,59497,48674,CLOSED,117610,2024-04-07 19:02:55+00:00,2024-04-08 09:58:16+00:00,0,14.92,0,0,4,44,53,5208,2,4
python/cpython,59497,48674,MERGED,117604,2024-04-07 15:26:27+00:00,2024-04-08 06:35:49+00:00,2024-04-08 06:35:49+00:00,15.16,APPROVED,1,1,8,0,577,2,3
python/cpython,59497,48674,MERGED,117595,2024-04-07 06:12:00+00:00,2024-04-07 23:58:19+00:00,2024-04-07 23:58:19+00:00,17.77,APPROVED,2,1,4,1,16,3,3
python/cpython,59497,48674,MERGED,117591,2024-04-06 20:37:42+00:00,2024-04-10 08:12:06+00:00,2024-04-10 08:12:05+00:00,83.57,APPROVED,9,4,70,10,44,3,2
python/cpython,59497,48674,CLOSED,117590,2024-04-06 20:23:22+00:00,2024-04-09 22:00:30+00:00,0,73.62,0,0,2,13,9,92,1,1
python/cpython,59497,48674,MERGED,117589,2024-04-06 19:45:45+00:00,2024-04-10 19:43:07+00:00,2024-04-10 19:43:07+00:00,95.96,0,0,4,269,195,1716,1,3
adam-p/markdown-here,59484,57,CLOSED,703,2023-01-16 15:01:42+00:00,2024-03-05 07:35:05+00:00,0,9928.56,0,1,1,2,0,0,3,2
adam-p/markdown-here,59484,57,CLOSED,700,2022-11-12 09:10:53+00:00,2022-12-15 07:45:30+00:00,0,790.58,0,1,1,1,1,0,2,1
adam-p/markdown-here,59484,57,CLOSED,694,2022-09-14 23:51:02+00:00,2022-10-19 04:16:16+00:00,0,820.42,0,0,36,78,63,6,3,0
adam-p/markdown-here,59484,57,CLOSED,691,2022-08-31 14:31:56+00:00,2022-08-31 14:32:45+00:00,0,0.01,0,0,1,5,5,0,1,0
adam-p/markdown-here,59484,57,CLOSED,688,2022-06-02 08:33:06+00:00,2023-01-20 11:46:31+00:00,0,5571.22,0,0,1,2,0,32,1,0
adam-p/markdown-here,59484,57,CLOSED,671,2021-09-10 12:39:46+00:00,2023-02-07 07:38:23+00:00,0,12354.98,0,0,1,1,0,0,1,0
adam-p/markdown-here,59484,57,CLOSED,660,2021-05-21 20:17:37+00:00,2021-05-31 03:24:09+00:00,0,223.11,0,0,2,8,5,0,2,1
adam-p/markdown-here,59484,57,CLOSED,656,2021-04-26 07:29:35+00:00,2021-04-26 09:22:57+00:00,0,1.89,0,0,1,212,0,0,1,0
adam-p/markdown-here,59484,57,CLOSED,636,2020-09-30 19:26:51+00:00,2020-10-19 16:41:07+00:00,0,453.24,0,0,1,1,1,0,1,0
adam-p/markdown-here,59484,57,CLOSED,632,2020-07-16 15:35:22+00:00,2021-05-08 00:29:45+00:00,0,7088.91,0,0,1,3,3,2621,0,1
adam-p/markdown-here,59484,57,CLOSED,629,2020-06-18 17:33:29+00:00,2020-06-18 17:38:17+00:00,0,0.08,0,1,1,37,0,5,1,0
adam-p/markdown-here,59484,57,CLOSED,595,2020-02-21 00:47:16+00:00,2020-02-21 00:55:16+00:00,0,0.13,0,0,1,9,0,201,1,1
adam-p/markdown-here,59484,57,CLOSED,592,2020-01-15 17:48:26+00:00,2020-12-31 17:25:04+00:00,0,8423.61,0,0,0,0,0,108,3,4
adam-p/markdown-here,59484,57,CLOSED,591,2019-12-09 21:50:01+00:00,2022-12-01 18:31:14+00:00,0,26108.69,0,0,2,18,4,159,1,4
adam-p/markdown-here,59484,57,CLOSED,588,2019-11-02 16:03:17+00:00,2020-07-16 15:35:26+00:00,0,6167.54,0,0,1,3,3,2035,0,1
adam-p/markdown-here,59484,57,CLOSED,584,2019-10-02 05:02:24+00:00,2019-10-11 01:23:43+00:00,0,212.36,0,0,1,1,1,10,2,0
adam-p/markdown-here,59484,57,CLOSED,553,2019-03-20 19:54:08+00:00,2019-03-20 19:55:07+00:00,0,0.02,0,0,1,15,1,36,1,0
adam-p/markdown-here,59484,57,MERGED,527,2018-09-30 13:17:39+00:00,2018-09-30 13:17:47+00:00,2018-09-30 13:17:47+00:00,0.0,0,0,34,89,12,0,2,0
adam-p/markdown-here,59484,57,MERGED,520,2018-09-14 00:59:45+00:00,2018-09-14 00:59:59+00:00,2018-09-14 00:59:59+00:00,0.0,0,0,16,911,232,0,4,0
adam-p/markdown-here,59484,57,MERGED,518,2018-08-21 05:24:19+00:00,2018-08-27 00:58:51+00:00,2018-08-27 00:58:51+00:00,139.58,0,0,5,70,27,253,4,0
adam-p/markdown-here,59484,57,CLOSED,513,2018-08-09 02:50:28+00:00,2018-08-21 05:23:04+00:00,0,290.54,0,0,4,61,27,212,1,0
adam-p/markdown-here,59484,57,CLOSED,485,2018-02-24 15:05:38+00:00,2018-02-24 15:05:49+00:00,0,0.0,0,0,1,1,0,0,1,0
adam-p/markdown-here,59484,57,CLOSED,475,2017-12-28 08:02:09+00:00,2017-12-28 08:15:20+00:00,0,0.22,0,0,1,2,0,39,1,2
adam-p/markdown-here,59484,57,CLOSED,473,2017-12-18 16:16:35+00:00,2018-11-21 08:11:49+00:00,0,8103.92,0,0,2,12,0,85,2,2
adam-p/markdown-here,59484,57,CLOSED,469,2017-11-19 07:53:14+00:00,2017-11-19 13:15:23+00:00,0,5.37,0,0,1,2,0,0,2,0
adam-p/markdown-here,59484,57,CLOSED,460,2017-11-01 05:23:12+00:00,2022-09-11 19:08:36+00:00,0,42613.76,0,0,1,3,0,0,2,1
adam-p/markdown-here,59484,57,CLOSED,459,2017-11-01 05:22:46+00:00,2022-09-11 19:08:35+00:00,0,42613.76,0,0,1,1,1,0,2,2
adam-p/markdown-here,59484,57,MERGED,433,2017-05-26 20:29:33+00:00,2017-05-26 20:29:39+00:00,2017-05-26 20:29:39+00:00,0.0,0,0,128,340,9890,0,1,0
adam-p/markdown-here,59484,57,CLOSED,390,2016-10-25 06:27:18+00:00,2017-10-27 19:43:00+00:00,0,8821.26,0,0,25,8255,153,0,3,2
adam-p/markdown-here,59484,57,CLOSED,319,2015-12-08 07:10:01+00:00,2017-11-17 20:53:38+00:00,0,17053.73,0,0,8,234,22,638,3,1
adam-p/markdown-here,59484,57,MERGED,318,2015-12-02 03:42:20+00:00,2017-10-30 02:05:07+00:00,2017-10-30 02:05:07+00:00,16750.38,0,0,3,13,0,855,2,2
adam-p/markdown-here,59484,57,CLOSED,315,2015-11-27 07:14:16+00:00,2015-12-08 06:58:27+00:00,0,263.74,0,0,9,255,277,1117,2,0
adam-p/markdown-here,59484,57,MERGED,303,2015-09-07 15:14:13+00:00,2015-09-07 15:14:20+00:00,2015-09-07 15:14:20+00:00,0.0,0,0,110,209,151,96,1,0
adam-p/markdown-here,59484,57,CLOSED,300,2015-08-31 16:02:25+00:00,2015-09-16 23:53:54+00:00,0,391.86,0,0,2,0,0,0,2,0
adam-p/markdown-here,59484,57,CLOSED,294,2015-08-02 04:46:43+00:00,2017-05-16 12:15:22+00:00,0,15679.48,0,0,19,9820,10255,651,3,7
adam-p/markdown-here,59484,57,MERGED,284,2015-06-07 01:39:07+00:00,2015-07-15 01:02:52+00:00,2015-07-15 01:02:52+00:00,911.4,0,0,1,4,4,0,2,1
adam-p/markdown-here,59484,57,MERGED,281,2015-05-28 00:04:24+00:00,2015-05-31 14:15:46+00:00,2015-05-31 14:15:46+00:00,86.19,0,0,1,2,2,44,2,1
adam-p/markdown-here,59484,57,MERGED,275,2015-05-14 19:43:06+00:00,2015-05-16 21:46:38+00:00,2015-05-16 21:46:38+00:00,50.06,0,0,1,1,1,0,2,1
adam-p/markdown-here,59484,57,MERGED,268,2015-04-06 18:32:44+00:00,2015-04-06 18:32:51+00:00,2015-04-06 18:32:51+00:00,0.0,0,0,11,188,84,30,1,0
adam-p/markdown-here,59484,57,MERGED,267,2015-04-05 00:48:12+00:00,2015-04-05 00:48:17+00:00,2015-04-05 00:48:17+00:00,0.0,0,0,2,7,1,0,1,0
adam-p/markdown-here,59484,57,CLOSED,263,2015-03-18 00:15:03+00:00,2015-03-20 00:15:37+00:00,0,48.01,0,0,1,7,2,932,2,4
adam-p/markdown-here,59484,57,CLOSED,232,2014-12-04 02:10:06+00:00,2014-12-08 04:50:52+00:00,0,98.68,0,0,5,41,2,697,2,3
adam-p/markdown-here,59484,57,CLOSED,225,2014-11-10 18:14:10+00:00,2015-02-08 13:20:53+00:00,0,2155.11,0,0,1,3,1,41,2,1
adam-p/markdown-here,59484,57,CLOSED,220,2014-11-07 07:30:48+00:00,2014-11-09 21:41:14+00:00,0,62.17,0,0,5,433,0,0,2,1
adam-p/markdown-here,59484,57,CLOSED,212,2014-09-25 04:02:15+00:00,2014-09-25 04:02:40+00:00,0,0.01,0,0,1,2,2,0,1,1
adam-p/markdown-here,59484,57,CLOSED,209,2014-09-17 18:06:24+00:00,2014-11-01 23:56:38+00:00,0,1085.84,0,0,1,1,1,0,2,1
adam-p/markdown-here,59484,57,MERGED,200,2014-09-01 01:22:55+00:00,2014-09-01 01:23:04+00:00,2014-09-01 01:23:04+00:00,0.0,0,0,116,12195,4435,0,2,0
